service;datetime;message;emosi
twitter;7/11/2023 11:18;"@Telkomsel ga Malu Adu Speed Test sama Three sekelas Three Loh ini ðŸ¤£ðŸ¤£ðŸ¤£ kartu kok busuk banget sih 
Yang nyatanya mahal paketnya sinyalnya burik hahahanjeng @Telkomsel @telkomselflash @TelkomselHalo 

Otw beralih ke THREE BYE BYE KARTU BUSUK EH KALIAN JANGAN PAKE TELKOM YA https://t.co/NuLh1DOxsl";3
twitter;7/11/2023 11:24;"halo min @Telkomsel 
ini kartu saya kenapa ya padahal sinyal 4G full dan kuota juga masih ada tapi dari tadi pagi saya gak dapet sinyal jadi gak bisa digunain sama skali. tolong dibantu ya min thank u https://t.co/6BOrwKws3F";3
twitter;7/12/2023 0:04;Sekelas @Telkomsel gk bisa cek internal atau aplikasi yg dibuat sendiri. Lu gk punya tim IT? Cuma pulsa 75ribu doang lu susah banget kasih ke gw yang udah bayar, bukan ngutang. Pelayanan by email dan by phone gk memuaskan. Lu buang aja tuh tim customer care dan aplikasi ampas lu;3
twitter;7/11/2023 23:43;Langganan paket ini katanya udah include langganan streaming tapi claim nya terpisah, oke lah gapapa, tapi tiap 2 atau 3 bulan tempat claim di aplikasi nya BERUBAH terus dan susah buat di cari masa harus telpon cs nya terus sengaja biar gak usah claim atau gimana ? @Telkomsel https://t.co/hH6YHNnZOJ;3
twitter;7/11/2023 9:14;@Telkomsel Isi pulsa dari semalem kgk masuk2 min mana saldo udah kepotong, tolong la di benerin sering bgt Telkomsel begini;3
twitter;7/12/2023 20:50;@Telkomsel min urgent mau blokir no telp, bagaimana ya pengurusannya? karena hp hilang, tolong responnya, terima kasih;3
twitter;7/12/2023 19:35;@Telkomsel tolong dong pelayannya di tingkatkan, udh 2 hari jaringan hilang total.;3
twitter;7/12/2023 19:43;@Telkomsel Tolong dong pelayanan jaringan, udah 2 hari jaringan lumpuh total.;3
twitter;7/12/2023 20:04;@Telkomsel tolong diperbaiki signalnya, masa paketan makin mahal signal makin hilang ? Sadar oi sadar kompetitor harga paketan jauh dibawah sampean kualiras signal makin membaik kok;3
twitter;7/12/2023 13:14;@Telkomsel Tolong dooooong kenapa ini anjir, jahat banget;3
twitter;7/12/2023 8:26;@deteksi @BiznetHome He..he..he.. Saya sudah capek komplain ke @BiznetHome ... Langganan 100mbps dibayar setahun di muka... dapetnya naik turun nggak karuan - suka tiba-tiba disconnected, buat kerja susah banget, malah lebih stabil koneksi pake Telkomsel...;3
twitter;7/13/2023 0:29;Hallo @Telkomsel , kenapa signalnya beberapa hari ini susah banget sih, apalagi punya suami ku tiap vc selalu putus2. Tolonglah ini paket internetnya mahal loh mazak signal sulit.;3
twitter;7/14/2023 7:13;@Telkomsel Registrasi susah;3
twitter;7/14/2023 6:25;@Telkomsel Saya udah gak peduli sama pulsa kepotongnya. Yang dipermasalahin ini mau beli paket internet gabisa karna saldo kurang, padahal saldo pulsanya lebih dari nilai paket. Tolong dikasih solusi dong?????????;3
twitter;7/14/2023 6:13;Ini kenapa deh aplikasi MyTelkomsel @Telkomsel susah buat login sama claim reward ?;3
twitter;7/14/2023 4:54;MIN TOLONG DONG INI TELKOMSEL MASA DARITADI MALAM CUMA SINYALNYA SATU TITIK DOANG @Telkomsel @telkomselflash @TelkomCare;3
twitter;7/13/2023 18:01;TOLONG BANGET WOYYYYY @Telkomsel GAKIRA KIRAAA LU NYEDOT PULSA !! JELAS JELAS HABIS DAFTARIN PAKETAN UDH AKTIF , TBTB DAPET NOTIF PEMOTONGAN PULSA KARENA PEMAKAIAN NON PAKET !! GAK HABIS PIKIR DOSA BANGET LOOO NYOLONGIN PULSAAA !!!!BIAR ALLAH YANG BALES !! DOSA BANGET GA IKHLAS W;3
twitter;7/14/2023 7:19;Saran provider selain telkomsel dong.. sumpah ya allah dimana mana susah sinyal;3
twitter;7/16/2023 22:45;@Telkomsel Min kok sinyal internet di kartu aku ga keluar ya?? sedangkan keluarga yang serumah juga pake telkomsel internetnya ada. aku doang yang ga ada.. tolong min udah kelanjur beli paket;3
twitter;7/16/2023 20:34;Masi ada data PLN, PDAM, Telkomsel, BPS, apa lagi yg mau dibocorin hah hah? Kek apasi server pemerintah ini boncos semua. Bikin malu negara terus;3
twitter;7/16/2023 16:06;Tolong ya sinyal nya di daerah Bali tuh dibenerin, udah bayar mahal buat kuota internet tapi sinyal selalu EDGE maksudnya gimana sih ini? katanya prodiver terbaik tapi sinyal ilang terus! @Telkomsel;3
twitter;7/17/2023 11:17;@Telkomsel halo kak nomor saya kenapa susah bgt ya nerima sms? saya butuh sms kode verifikasi tp ga masuk2. bisa tolong dibantu? saya dm ya nomornya. terimakasih;3
twitter;7/17/2023 11:20;@Telkomsel Pulsa saya kok kesedot banyak, padahal tidak ada pemakaian? Tolong balikin pulsa saya! https://t.co/CjXYyouL38;3
twitter;7/17/2023 9:16;"Paket data Telkomsel kenapa mahal banget sih:(

Tolong lah sel yang standar standar ajaaaaa @Telkomsel";3
twitter;7/19/2023 14:49;@Telkomsel min tolong bantu ini dari tadi nunggu semenit semenit terus ada kali hampir 30mnt nungguin ini doang padahal jaringan stabil dan bagus https://t.co/pjtm2CUPO7;3
twitter;7/19/2023 7:38;"Untuk @Telkomsel  @telkomselflash  @tsel_sumatera  @TelkomselHalo 
@tselenterprise 

Tolong batre backup BTS nya segera diperbaiki, karna sinyal mati saat PLN padam. operator lain tdk.
Lokasi BTS : Desa Mekar Jaya (SPG Hitam Ulu), Kec. Tabir Selatan, Merangin, Jambi

Terimakasih https://t.co/w7rgwMyErA";3
twitter;7/19/2023 13:21;"@Telkomsel kartunya ga bisa terbaca, udah coba beda hape tetap ga bisa terbaca
Tolong solusinyaa";3
twitter;7/19/2023 11:51;"@Telkomsel Gak jelas jawaban di DM. Tolong jelasin, itu paket eComm &amp; Sosmed penggunaannya bagaimana";3
twitter;7/19/2023 21:02;@Telkomsel Tolong donggg inii mau beli paket data dari tadi sytemnya sibuk muluuu;3
twitter;7/19/2023 20:06;@Telkomsel Kak tolong dibantu, saya sdh DM;3
twitter;7/19/2023 19:52;"Min @Telkomsel, nomor Simpati saya kenapa gak bisa kirim/terima SMS dan gak bisa telepon masuk/keluar ya?

Bisa minta tolong dicek dari sisi sistem kah?";3
twitter;7/20/2023 23:09;"RT @ATroxzz: @Telkomsel ga Malu Adu Speed Test sama Three sekelas Three Loh ini ðŸ¤£ðŸ¤£ðŸ¤£ kartu kok busuk banget sih 
Yang nyatanya mahal paketnyâ€¦";3
twitter;7/20/2023 15:26;@TelkomselHalo tolong dari tadi paket internet ga masuk2 https://t.co/JN0PjG33eW;3
twitter;7/22/2023 9:54;Kerjaan jadi ke hambat udh 2 hari internet terisolir padahal kewajiban bayar udah ditunaikan, email gaada respon, di call cuma robot tolong dong indohome kerjaan numpuk nihhh @IndiHomeCare @TelkomJabar @Telkomsel @TelkomIndonesia  @erickthohir https://t.co/4MliuUUpGS;3
twitter;7/22/2023 10:29;@IndiHomeCare Minn tolong lahhh hey, dari hubungi dengan sangat sopan ampe muakkk guaaa. Bayar doang nomor satu, pelayanannya ngak betul satu. Telat dikit denda, lah lu telat banyak ini ngeaktifin wifi gua. @KemenBUMN @Telkomsel @IndiHomeCare @IndiHome @indihom;3
twitter;7/22/2023 10:10;Kejadian lagi, kali ini sampe gak ada bar. Tolong dong @telkomsel kenapa sering banget sih kayak gini ðŸ˜ª https://t.co/gEVHaZi6GI;3
twitter;7/22/2023 5:49;@loravameh @discountfess @Telkomsel Samaa, daftar aja susah bgtt;3
twitter;7/22/2023 5:28;"Min @Telkomsel tolong ini gimanaa kok gabisa login app my telkomsel???
Udah dari semalem loading app nya luamaaaa banget, setelah diuninstall pas mau login lagi malah gabisa masuk. Tolong min @Telkomsel bantuannya https://t.co/E97xqZWVBG";3
twitter;7/21/2023 21:12;@gumnwook itu satu paket sm kuota ya, aku takut gabakal kepake sayangg mana telkomsel lg error ðŸ˜¿ kuota ku yang diisi tadi pagi belum masuk masuk sampai sekarang;3
twitter;7/21/2023 21:04;"@Telkomsel
tolong info konfigurasi APN yang benar. Soalnya kalau jaringan di rumah internet lambat sekali bahkan susah untuk browsing";3
twitter;7/21/2023 20:25;PLIS AKU NGAREP MEREKA GANTI BAJUUUI WOY TOLONG MASA KAGA ADA SPECIAL LOVE YG BENER AJA @telkomsel;3
twitter;7/21/2023 20:27;Telkomsel award telkomsel award, noh sinyal telkom di rumah aing susah anjirrr;3
twitter;7/21/2023 19:56;"@Telkomsel Intinya perbaiki apa yang menjadi keluhan dari pelanggan jangan sampai masalah menjadi besar yang akan merugikan dari pihak Telkomsel itu sendiri, Karena saya sudah komplain 3 kali, finalnya saya share di sini

Terima kasih atas perhatiannya.";3
twitter;7/25/2023 17:28;oi, ini apa cok. signal ilangilangan itu apa ini, tolong lah! @byu_id;3
twitter;7/25/2023 9:31;@loveapo15 Susah banget,kode otp gak masuk2 pdhl pake tsel ðŸ˜­;3
twitter;7/26/2023 21:09;@yasterday02 @thestorykids Banyak yg bilang xl bagus sih, cuma aku kurang paham juga soalnya kemaren pake byu susah sinyal;3
twitter;7/26/2023 18:42;"min sumpah mau komunikasi ssusah betul pake line ae susah banget . 
sampe bela2in beli kuota lagi yaalllah
@Telkomsel";3
twitter;7/26/2023 21:54;"Telkomsel tolong dong, ini knp daftar paket kuota pilihannya makin dikit... 
Banyak kuota yg dulu ada sering dibeli skrng gada:)
Mana yg skrng ada mahal doang tp dikitðŸ¥²";3
twitter;7/26/2023 23:42;MINTA TOLONG INI @Telkomsel KENAPA JARINGANMU DIDAERAH KU SERING ILANG ILANGAN KAYA DIAA;3
twitter;7/26/2023 18:15;"jadi sore tadi tbtb mba"" counter wa aku kaya gt pdhl aku pake telkomsel, trnyt temenku smk yg agak"" bawa kabur kuota 8gb dr counter ketauan lwt cctv, trs sm mba"" counterny nmr tmnku itu di wa ditagih gt sampe dikasi keringanan sm mbkny eh dia malah ngirim nomer wa gw bangsatðŸ˜­ðŸ˜­ https://t.co/bXgq3zBklF";3
twitter;7/26/2023 16:53;"@IndiHomeCare No keluhan 188 dan 147 sekarang sudah susah di hubungi semenjak bergabung dengan Telkomsel
Mohon keluhan saya dapat di tangani yaa sudah dari kemarin sinyal Indihome saya tidak dapat terkoneksi pls tks ðŸ™";3
twitter;7/26/2023 18:42;@Telkomsel kenapa di rumah saya kalau listrik mati sinyal telkomsel ikutan hilang ya? Kan mau laporan ke pln nya jadi susah;3
twitter;7/27/2023 0:34;Halo @Telkomsel saya tiba2 dapat sms pemakaian pulsa seperti berikut, padahal setting hp saya no tsel tidak sbg defaults mobile data, 4G dan data jg mati tapi bisa akses internet dan potong pulsa banyak banget. Ini sih namanya merugikan pelanggan. Tolong dicek. Makasi https://t.co/ngd22Ijm5T;3
twitter;7/27/2023 0:13;"Ini telkomsel di kediri emg lagi bermasalah atau gimana dahh ko susah bgtt pdhl biasanya lancarÂ²aja:"")";3
twitter;7/27/2023 21:33;Banyak masyarakat sini yg mulai beralih ke kartu internet pesaing karna kecewa dengan penuruan kualitas telkomsel padahal harga mahal. Tolong dicek ya kualitasnya di daerah kecamtan bunut, kab pelalawan provinsi riau. Trimkaish;3
twitter;7/27/2023 19:11;@Telkomsel mau tanya dong, kenapa yah no Telkomsel saya susah banget dapat signal yang bagus. Padahal no telkomsel saya yang lain gk ada masalah sama jaringan., Keduanya saya pakai, di waktu dan tempat hampir yang sama loh??;3
twitter;7/27/2023 18:14;tolong jaringan di kota wamena boss ðŸ˜­ mau kerja ga bisa ini @Telkomsel;3
twitter;7/27/2023 18:58;aaaaaaa, gue abis beli simcard. TERUS PAS GUE MAU LOGIN MY TSEL BR KETAHUAN KALO TERNYATA UDH EXPIRED KESELLLLL AAAA RUGI HIKS;3
twitter;7/27/2023 15:36;"@Telkomsel 
Kenapa skrg Telkomsel susah di hubungi.. saya mau komplain cek validasi pengisian pulsa sangat susah dihubungi. Gak ada respon.";3
twitter;7/27/2023 16:55;@Telkomsel tolong dong sinyal nya ngelag bgt duhhh udh beli mahal2 pgn ganti kartu rasanyaaaaa;3
twitter;7/27/2023 12:58;Tolong dong harga kuota kurangin @Telkomsel ðŸ˜­ðŸ˜­ðŸ˜­ masa tiap bulan habisin duit 200k cuman dapet 68gb. Yang sebelah 125k dapet 100gb anjir, kartu yg sebelah kepake di hape ibuku pula ðŸ˜­ðŸ˜­ðŸ˜­;3
twitter;7/27/2023 10:02;Halo @Telkomsel, kenapa pengisian pulsa lewat MyTelkomsel notifnya gangguan sistem terus ya? Tolong solusinya admin. Terima kasih.;3
twitter;7/27/2023 11:46;@Telkomsel tong ya saya sudah isi pulsa 100k pke mbangking masa pulsa ga ke isi saldo rekening sudah terpotong tolong koperatif;3
twitter;7/27/2023 8:30;@Telkomsel MIN, tolong ini pulsa saya kesedot padahal g ngapa-ngapain. udh cek cek sana sini g ketemu masalahnya #telkomsel;3
twitter;7/28/2023 13:40;"Kenapa sih setiap beli kuota di bagi2 gini? Tapi juga berguna ketika kuota utama telah habis!. Kalo iya pun tolong dong habiskan kuota kombonya sebelum kuota Flash nya beli doang mahal flash dikit kuota OMG juga ga guna
#telkomsel https://t.co/GnDhpC7AvI";3
twitter;7/30/2023 7:15;@Telkomsel tolong dong aku mau beli paket internet yang kaya aku pake sekarang tapi ga bisa, semalem masih ada opsinya giliran skrg udah gaada, masa pelanggan lama gaada promo:((( lama lama beralih ke yang lain ni;3
twitter;7/29/2023 18:45;INI EMANG TELKOMSEL BERMASALAH DI ALSUT ATAU EMANG DI ALSUT SUSAH SINYAL;3
twitter;7/30/2023 20:52;woy tolong ini tsel kenapa jaringan nya 4G TAPI GADA INTERNET;3
twitter;7/30/2023 21:29;@Telkomsel Kaga malu lu nulis jaringan ngebut ????;3
twitter;7/30/2023 16:53;@Telkomsel seburuk ini kah app mytelkomsel? Udah install ulang ttp gakbisa masuk, mau beli paket jadi susah ðŸ‘ŽðŸ»ðŸ‘ŽðŸ» https://t.co/BjbYbxsDlE;3
twitter;7/31/2023 12:45;@Telkomsel Gak perlu no hp sih kak Krna emang jaringan disini yg gak bagus semua warga ngeluh soalnya bukan saya aja. Lokasi kelurahan pangkalan bunut kecamatan bunut kabupaten pelalawan provinsi riau. Tolong diatasi ya;3
twitter;8/1/2023 20:25;@Telkomsel Min, saya sudah beli kuota tadi sore sampai sekarang belum masuk kuotanya dan belum terpotong pulsanya. Tolong bantuannya segera, Min. Soalnya saya pake hotspot teman ini.;3
twitter;8/1/2023 16:25;@Telkomsel Di tempat saya tolong dong sinyal 4G hilang dari tadi pagi sampai sekarang E Mulu,di Karimun kec Tebing ,KEPRI;3
twitter;8/1/2023 16:32;@telkomsel tolong knp ini sinyal sy ilang ilangan trs;3
twitter;8/1/2023 10:36;Gw binggung sumpah kemarin ceritanya itu gw mau masuk ke WA nih. Ehh nomor Telkomsel gw mati tiba-tiba kagak ada kejelasan. Ini tolong ya kepada pihak Telkomsel saya mau pake nomor di bawah ini untuk nyari kerjaan ehh mati tiba-tiba. +62 813-9958-6298 tolong hidup kan @Telkomsel;3
twitter;8/1/2023 8:33;"@Telkomsel 

isi pulsa di mytelkomsel rugi bgt. Tadi pagi jam 7.30 isi 100rb itu berhasil
Jam 7.31 isi 30rb, saldo terpotong pulsa tidak masuk
Jam 8.26 isi 30rb, berhasil masuk tapi yang masuk hanya 29.870

cek dm yah. ngeselin banget sumpahhhhhhhh";3
twitter;8/1/2023 8:13;@Telkomsel tolong dong jaringanmu kenapa iniii;3
twitter;8/2/2023 22:47;@Telkomsel tolong dong min, jaringan internet saya kok gak stabil akhir akhir ini, jelek, lelet, lemot, kuota padahal masih banyak;3
twitter;8/2/2023 8:48;telkomsel tolong bgt ini mah, kuota gue masi banyak bgt masa ga bisa dipake sih, benerin lah @telkomsel;3
twitter;8/2/2023 16:15;"@Telkomsel kenapa sinyal hilang gini ya ? Sesekali muncul, tapi kalo pake paket data, muncul no service gini lagi. 
Tolong bantuannya min https://t.co/RortU5OPt8";3
twitter;8/2/2023 21:09;Telkomsel gangguan gak ya? Kok gak ada sinyal dari tadiðŸ˜¢ jadi takut imei di blokir gegara kasus ituðŸ˜­Mana user iPhone yang jadi sasarannya jog ðŸ« ;3
twitter;8/2/2023 13:34;@unjsecret telkomsel aja terus jgn ky orang susah der;3
twitter;8/2/2023 21:39;@Telkomsel Tolong dong sinyalnya dibenerin. Pake telkomsel simpati udah bayar mahal, giliran dipake internetan ngelag mulu. Judulnya doang 4G+, dipake nonton Youtube 720p aja ngelag mulu hhhh ðŸ˜‘ðŸ˜‘ðŸ˜‘;3
twitter;8/2/2023 20:08;@Telkomsel Udh mau sejem gaada tuh dm nya di bales. Pake website ke CS. Katanya udh di hubungin di tunggu 10 menitan juga gada responnya. Tolong bgt dong mesti gimna coba saya;3
twitter;8/2/2023 20:48;Telkomsel ajggg, gua lagi nugas tolong dong;3
twitter;8/2/2023 14:55;@Telkomsel Admin, tolong dong ini di tindak hari hari ada aja yg spam tlpon bgini. Kirain waktu itu udh kelar karena kata admin udh diurus ternyata masih ada aja yg nlponin bgini https://t.co/a9srorvAUg;3
twitter;8/2/2023 14:16;@Telkomsel tolong baca DM saya!!!! Dari kemarin gak ada respon sama sekali;3
twitter;8/2/2023 13:29;@Telkomsel Min cek DM dong tolong respon DM aku;3
twitter;8/2/2023 12:39;Yang termahal @Telkomsel tolong ini kenapa udah 4 hari jaringan saya hilang total kek gini?!! Ini posisi saya di kota loh kantor pun bukan gedung gimana2, ruangan saya didepan deket jendela. Tapi ini sinyal dan jaringannya MATI!! https://t.co/Phvx9hAlOT;3
twitter;8/2/2023 9:05;@Telkomsel @DisneyPlusID tolong bgt saya cuma mau nonton Revenant dengan tenang ini kenapa kode otp ga masuk dari kemarinðŸ¥²ðŸ¥²ðŸ¥²;3
twitter;8/4/2023 6:36;@Telkomsel tolong dong lanjutin dmnya kok hilang ya;3
twitter;8/3/2023 22:49;@trovieana provider selain telkomsel di sana sinyalnya susah kah? kalo byu gimana?;3
twitter;8/3/2023 9:29;Byu kesian abangnya udh susah payah menata kondimen buburnya biar bagus ðŸ˜­;3
twitter;8/3/2023 17:57;@Telkomsel Min kenapa ya saya gabisa ngisi kuota make pembayaran gopay dan pulsa saya kepotong 5rb setelah top up make gopay tolong dijawab;3
twitter;8/3/2023 19:01;sinyal telkomsel gamau muncul pls padahal ini sim card baruu kenapa ya tolong min kok gajelas gini @Telkomsel;3
twitter;8/3/2023 12:22;@Telkomsel lewat ig juga lelet gerakan nya tolong dong min saya mau aktifkan kartu saya yg ke blokir atau angus;3
twitter;8/3/2023 10:16;"@Telkomsel @visionstiel aku juga kaaaa, tolong gabisa buat apa"":(";3
twitter;8/3/2023 9:18;@Telkomsel jaringan lo kenapa si ilangâ€an trs :) susah bngt beraktivitas jdnya krn sinyal hilang trs dr kemarin sore gabisaâ€;3
twitter;8/4/2023 7:05;@Telkomsel tolong dong telkomsel, udh berapa bulan gabisa login appnya.;3
twitter;8/3/2023 7:55;@Telkomsel Ini gimana sinyal internet ditempat saya sangat susah ? -6.136684,106.841278;3
twitter;8/3/2023 8:26;@deltasufianti @Telkomsel Emang susah skrg pake aplikasi;3
twitter;8/4/2023 20:08;Guys, telkomsel lagi susah gak sih kalian?;3
twitter;8/5/2023 20:32;@Telkomsel kak tolong jaringannya diperbaiki, masa lemot terus dari kemaren;3
twitter;8/5/2023 19:47;"@Telkomsel Kenapa koneksi internet di kota saya udah beberapa bulan belakangan sering down bahkan satu hari penuh pernah
Dan hari ini koneksinya dari pagi ilang timbul melulu tolong dong Telkomsel tindakan nya!!!!
Udah beli mahal-mahal jaringan jelek, lama-lama orang-orang gak bakal pindah";3
twitter;8/6/2023 9:10;@Telkomsel min tolong apa kendala nya saya gak bisa buka game dan tdk ada jaringan, kalau saya pasang vpn luar baru bisa;3
twitter;8/7/2023 11:06;@TelkomselHalo coba tolong gimana cara tlfn csnya? Aku tlfn gakbisa masuk;3
twitter;8/8/2023 2:12;@arifauziah_ liveon sama kayak xl ga ka? pernah pgn ganti sih, selama ini pake isat lancar didaerahku tp kalo telkomsel lemot jd ragu krn bukan di kota;3
twitter;8/7/2023 7:59;@Telkomsel @byu_id bisa tolong bantu sinyal kartu byU saya hilang muncul kenapa ya? Sudah isi paket 2 Kali juga tidak masuk, rugi banget.;3
twitter;8/7/2023 22:53;@Telkomsel tolong perbaiki internet nya lemot bgt malam ini;3
twitter;8/7/2023 16:00;tiba2 sinyal telkomsel susah tuh gmn;3
twitter;8/7/2023 12:10;sial bgt dah kenapa area kantor w sekarang jadi susah dapet sinyal telkomsel;3
twitter;8/7/2023 13:26;@Telkomsel @telkomsel kenapa sinyal susah ya. Saya di area gresik;3
twitter;8/7/2023 10:44;@Telkomsel kenapa akses my telkomsel susah banget. Tiba2 dapat pemberitahuan kuota habis, mau beli kuota gak bisa masuk gimana bisa? Tiba2 pulsa kesetot sampe Rp 0. Sak karepe dewe.;3
twitter;8/8/2023 13:29;YALLAH SEMOGA BESOK MPKMB DI SV TSEL ADA SINYALLLLL pls capee kemaren susah janjian sama temen trs presensinya jg jadi ribet pol;3
twitter;8/8/2023 19:55;@Telkomsel Saya baru beli pulsa dan langsung beli kuota dan hasil kuota gagal di beli dan pulsa masuk ke myvoucher, tolong di balikan ke pulsa lagi, karna myvoucher tidak bisa beli kuota;3
twitter;8/8/2023 19:54;@Telkomsel min tolong dong saya butuh tanda terima pembelian paket di aplikasi my telkomsel. sudah saya klik di kirim ke email berkali kali tetap saja gak ada email masuk. Tolong lanjut di DM;3
twitter;8/8/2023 17:38;@Telkomsel tolong di info min ini sinyal gangguan daerah praya, termasuk https://t.co/cwTMPnLi3C kantor juga dari siang bermasalah;3
twitter;8/8/2023 17:41;@Telkomsel iya udah tenang dari semalam, tapi belum ada juga, susah banget mau refund krna kesalahan sistem kalian doang;3
twitter;8/8/2023 17:49;@Telkomsel Tolong dong agar sinyal di stasiun Manggarai dikuatkan selalu lemot, untuk browser saja lemot;3
twitter;8/8/2023 16:49;@Telkomsel @indihome saya jaringan internet mati dari kemarin,bisa tolong dihidupkan lagi?;3
twitter;8/8/2023 14:06;Halo @Telkomsel ini emang harus beli paket apa biar bisa klaim reward.. kenapa no saya ga bisa klaim padahal udah beli paket.. bisa tolong dijelaskan ðŸ¤— https://t.co/zRLMJa1Nfw;3
twitter;8/8/2023 10:41;tolong segera cek dm dan tindaklanjuti permasalahan saya. masa beli kuota, dana udah kepotong tp kuotanya ga masuk. masalah simple tp hrs nunggu berhari-hari pdhl keadannya saya skrg lg KKN di Desa yg mana butuh akses jaringan internet  @Telkomsel https://t.co/GGBNvCDrsv;3
twitter;8/8/2023 9:16;@Telkomsel Kak saya uda beli paket kok, pulsa nya berkurang, tolong balas dm ya;3
twitter;8/9/2023 20:03;"tolong telkomsel jaringannya, jangan ngilang2 mulu saya lagi zoom 
#pp #telkomselone";3
twitter;8/9/2023 15:13;susah bgt sinyal plis tsel kadang ada kadang ngga ðŸ¥²;3
twitter;8/9/2023 22:51;"@Telkomsel  gimana cara berhenti langganan paket harian?? cepat balas!!
sinyal busuk unreg paket susah";3
twitter;8/9/2023 21:32;"@Telkomsel Halo min , ini kenapa voucher kosongan sekarang mahal amat ya ? 

Tolong lah kembalikan di harga biasanya";3
twitter;8/9/2023 18:28;"ga ngerti lagi
knp kuota aplikasi @Telkomsel 
ga bisa ke pake bahkan kuota utama abis ga bisa kepake.
biasanya ga gini.
rugi dong gua  ðŸ˜­ https://t.co/nxUZJQAyzS";3
twitter;8/9/2023 18:27;@Telkomsel kenapa jaringannya pada susah semua sih ini, jaringan @indihome ngaco, jaringan data seluler @telkomsel amburadul.. mending kelarin satu2 deh, dari pada merger gak jelas;3
twitter;8/9/2023 16:03;@mahardyanti @IndiHomeCare @IndiHome @TelkomCare @Telkomsel Di DM gak bales. Di mention gak bales. Nelpon juga bikin boros pulsa yg ujung2nya suruh nunggu lagi. Tapi giliran minta uang ganti rugi krn gk bisa pake layanan internetnya, syaratnya harus 3x24 jam dulu. Lu suruh kita masuk goa apa gimana nih @IndiHomeCare ?;3
twitter;8/9/2023 9:52;@Telkomsel sidoarjo min, padahal 4G tapi buat bales WA pun susah kekirimnya;3
twitter;8/9/2023 9:40;"Mau perpanjang SIM online sudah coba berhari-hari hasilnya terjadi kesalahan terus. Mulai pake wifi hotel, kantor, telkomsel tetap aja seperti ini (biar gak dibilang cek jaringan).
Mau ke satpas, baca review google kok serem amat ya.
Ada rekomendasi/saran gak y gimana/kemana?
Thx https://t.co/QLHJfEl5wb";3
twitter;8/9/2023 8:02;tolong ini telkomsel kenapa internet gak bisa @Telkomsel;3
twitter;8/10/2023 10:20;@TelkomselHalo Halo, ada nomor customer care lain tidak selain 188? Terputus terus susah dihubungi.;3
twitter;8/10/2023 20:15;MAU NGE HYPE AJA SUSAH BENER TAI TSEL JDJDBD;3
twitter;8/10/2023 23:19;@Telkomsel Min tolong baca Dm saya, masalah telkomsel point yang tidak jelas;3
twitter;8/10/2023 21:55;@telkomsel kak jaringannya susah bgt;3
twitter;8/10/2023 23:31;@Telkomsel UI lu diubah lagi lah ke yg kemarin kemarin. Mau ngecek saldo pulsa dan sisa kuota aja susah banget di MyTelkomsel;3
twitter;8/10/2023 23:19;ini gimana siiiii mau beli kuota aja susah bgt telkomsel heran gangguan mulu aplikasinya;3
twitter;8/10/2023 18:12;@Telkomsel tolong bgt ini saldo udah ditarik tapi gagalll gimana dongggg, kalo saldo nya balik mah gapapa, ini nggaaðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ https://t.co/XBawInvH6Y;3
twitter;8/10/2023 18:49;Gopay susah amat buat payment di my telkomsel. Belum lagi spotify premium nya juga lg error, terus aplikasi sobat bps lg susah log in. Pada kenapa ini;3
twitter;8/10/2023 18:51;@Telkomsel Tolong ini jaringanmu masih lemot.;3
twitter;8/10/2023 19:30;tolong dong @telkomsel daerah joyosari, merjosari malang sinyalnya cuma 2-3 batang aja, koneksi ampas bgt 3 minggu terakhir padahal biasanya full 4G;3
twitter;8/10/2023 12:20;"@Telkomsel halo kak, saya barusan melakukan pembeluan kuota keluarga tapi gagal dengan sms ""Maaf, saat ini system kami sedang sibuk...."" tapi pulsa saya tidak balik, malah masuk ke myvoucher dengan kadaluarsa hari ini, tolong kembalikan pulsa saya";3
twitter;8/10/2023 13:01;"@Telkomsel @ulandalimunthe halo Min, saya melakukan pembelian kuota smlm, tapi gagal dengan sms ""Maaf, saat ini system kami sedang sibuk...."" tapi pulsa saya tidak balik, malah masuk ke myvoucher dengan kadaluarsa 3hari lg, tolong kembalikan pulsa saya";3
twitter;8/10/2023 13:03;"@Telkomsel halo Min, saya melakukan pembelian kuota tapi gagal dengan sms ""Maaf, saat ini system kami sedang sibuk...."" tapi pulsa saya tidak balik, malah masuk ke myvoucher dengan kadaluarsa 3hari lg, tolong kembalikan pulsa saya. Tolong bantu Min.. https://t.co/K39cxzvgR8";3
twitter;8/10/2023 12:55;"@Telkomsel  halo Min, saya melakukan pembelian kuota tapi gagal dengan sms ""Maaf, saat ini system kami sedang sibuk...."" tapi pulsa saya tidak balik, malah masuk ke myvoucher dengan kadaluarsa hari ini, tolong kembalikan pulsa saya";3
twitter;8/10/2023 11:19;weeyyyy @Telkomsel , ini kenapa di bandung susah amat sinyalnya???? ganti pake internet operator lain langsung lancar ni,;3
twitter;8/10/2023 11:10;Halo kak @telkomsel , dari semalem susah banget sinyal Telkomsel. Kerjaan jadi keganggu gara2 sinyalnya hilang muncul hilang muncul.. Tolong segera diperbaiki;3
twitter;8/12/2023 9:23;"@Telkomsel ini signal 4g,2g,edge di Rawamangun jakarta timur, jl kayu jati tidak stabil . Tolong Tolong Tolong si cek... 

Ini telkomsel ga serius dalam memberikan layanan kepada konsumen.";3
